microRNA ID	Chromosome	Start	Stop	Length	Strand	Total counts	Maximum counts	Geometric mean	Arithmetic mean	P-value (EV CL1-5 vs. EV CL1-0)	FDR step up (EV CL1-5 vs. EV CL1-0)	Ratio (EV CL1-5 vs. EV CL1-0)	Log2(Ratio) (EV CL1-5 vs. EV CL1-0)	Fold change (EV CL1-5 vs. EV CL1-0)	LSMean(EV CL1-5) (EV CL1-5 vs. EV CL1-0)	LSMean(EV CL1-0) (EV CL1-5 vs. EV CL1-0)	FC 95% lower limit (EV CL1-5 vs. EV CL1-0)	FC 95% upper limit (EV CL1-5 vs. EV CL1-0)	P-value (CE CL1-5 vs. CE CL1-0)	FDR step up (CE CL1-5 vs. CE CL1-0)	Ratio (CE CL1-5 vs. CE CL1-0)	Log2(Ratio) (CE CL1-5 vs. CE CL1-0)	Fold change (CE CL1-5 vs. CE CL1-0)	LSMean(CE CL1-5) (CE CL1-5 vs. CE CL1-0)	LSMean(CE CL1-0) (CE CL1-5 vs. CE CL1-0)	FC 95% lower limit (CE CL1-5 vs. CE CL1-0)	FC 95% upper limit (CE CL1-5 vs. CE CL1-0)	P-value (EV CL1-0 vs. CE CL1-0)	FDR step up (EV CL1-0 vs. CE CL1-0)	Ratio (EV CL1-0 vs. CE CL1-0)	Log2(Ratio) (EV CL1-0 vs. CE CL1-0)	Fold change (EV CL1-0 vs. CE CL1-0)	LSMean(EV CL1-0) (EV CL1-0 vs. CE CL1-0)	LSMean(CE CL1-0) (EV CL1-0 vs. CE CL1-0)	FC 95% lower limit (EV CL1-0 vs. CE CL1-0)	FC 95% upper limit (EV CL1-0 vs. CE CL1-0)	P-value (EV CL1-5 vs. CE CL1-5)	FDR step up (EV CL1-5 vs. CE CL1-5)	Ratio (EV CL1-5 vs. CE CL1-5)	Log2(Ratio) (EV CL1-5 vs. CE CL1-5)	Fold change (EV CL1-5 vs. CE CL1-5)	LSMean(EV CL1-5) (EV CL1-5 vs. CE CL1-5)	LSMean(CE CL1-5) (EV CL1-5 vs. CE CL1-5)	FC 95% lower limit (EV CL1-5 vs. CE CL1-5)	FC 95% upper limit (EV CL1-5 vs. CE CL1-5)
hsa-miR-30a-5p	6	71403595	71403617	22	-	20024.3760414882E0	8120.160760373711E0	673.8993983914842E0	2503.047005186025E0	5.196050995720768E-5	0.00102436433915638E0	0.08245294009213787E0	-3.600285251833971E0	-12.128130287198248E0	253.90202682917686E0	3079.3568628656894E0	-25.264664622053036E0	-5.822026393924981E0	2.537832501347195E-7	1.1674029506197097E-5	0.006380446414345957E0	-7.292126917532111E0	-156.72884545375612E0	42.34437338440159E0	6636.584757664833E0	-326.48904845377217E0	-75.23661548097961E0	0.04692818307502153E0	0.06915009350795012E0	0.46399721780220476E0	-1.1078119401271782E0	-2.1551853365342493E0	3079.3568628656894E0	6636.584757664833E0	-4.489565451269814E0	-1.034582051476389E0	4.430525191753458E-4	0.002108318884351646E0	5.99612195101956E0	2.5840297255709617E0	5.99612195101956E0	253.90202682917686E0	42.34437338440159E0	2.878397529821836E0	12.49079672943022E0
hsa-miR-30b-5p	8	134800570	134800592	22	-	12870.49860670529E0	3247.5167382483364E0	1402.4176315965533E0	1608.8123258381613E0	0.2525422358003686E0	0.37474009183280504E0	1.451786037487215E0	0.5378288463077293E0	1.451786037487215E0	1294.7903789409816E0	891.8603330147198E0	-1.5004980386087936E0	3.1625737553232534E0	0.032397228686718814E0	0.11463634766069734E0	2.401344215588052E0	1.263842218448911E0	2.401344215588052E0	2999.5046092347557E0	1249.093982162188E0	1.102342039461807E0	5.231093286212265E0	0.25618243823708936E0	0.3101155831291082E0	0.7140057880365741E0	-0.4859923254819845E0	-1.4005488705488984E0	891.8603330147198E0	1249.093982162188E0	-3.050958603178175E0	1.5553917093056855E0	0.03291645657197928E0	0.06300255887070577E0	0.43166807450081074E0	-1.2120056976231663E0	-2.3165947612790667E0	1294.7903789409816E0	2999.5046092347557E0	-5.04647489682517E0	-1.0634376268000165E0
hsa-miR-30c-5p	1	40757300	40757323	23	+	9733.356475866925E0	4058.294682907782E0	789.4263635036473E0	1216.6695594833657E0	0.0785440791133078E0	0.14848058791282845E0	0.5690145113092835E0	-0.8134626495137036E0	-1.7574244243772152E0	364.69064045064397E0	640.9162389307585E0	-3.3473929200465182E0	1.0838105583034705E0	1.5839875868523635E-4	0.0012858252175625068E0	0.15133705679989068E0	-2.7241628018765596E0	-6.607766935247563E0	507.51704019663885E0	3353.5543183554214E0	-12.585913766507192E0	-3.469162802206938E0	3.8905458159945865E-4	0.0016269555230522816E0	0.19111550858200396E0	-2.3874832404520645E0	-5.232437741026754E0	640.9162389307585E0	3353.5543183554214E0	-9.966303418768073E0	-2.7470972499355617E0	0.2705333681956449E0	0.3333357572410624E0	0.7185781197212546E0	-0.47678308808920844E0	-1.3916371408412942E0	364.69064045064397E0	507.51704019663885E0	-2.650672340676457E0	1.3686866286199841E0
hsa-miR-30d-5p	8	134804919	134804941	22	-	9106.280287378533E0	4293.161606869058E0	796.6219200781778E0	1138.2850359223166E0	0.3986099777110996E0	0.521409616948674E0	0.44432103437496984E0	-1.170325654034282E0	-2.250624937004633E0	1102.2905686082686E0	2480.8426418746403E0	-8.356659775197745E0	1.6497816469488096E0	0.7567211779467536E0	0.8354201804532161E0	1.1989982355819788E0	0.26182953571710554E0	1.1989982355819788E0	528.8938311153825E0	441.1131020909754E0	-3.096784970190804E0	4.451928067213254E0	0.04544014013822229E0	0.06816021020733344E0	5.624051131991641E0	2.4916097109708026E0	5.624051131991641E0	2480.8426418746403E0	441.1131020909754E0	1.5146757275217666E0	20.882325213600506E0	0.28096731594535895E0	0.3401183298285924E0	2.084143364173775E0	1.0594545212194153E0	2.084143364173775E0	1102.2905686082686E0	528.8938311153825E0	-1.7815663639375112E0	7.738507083421885E0
hsa-miR-30e-3p	1	40754413	40754435	22	+	18170.128815911612E0	3458.1737730206632E0	2005.6924300844478E0	2271.2661019889515E0	7.631132042917093E-4	0.004387900924677329E0	3.530410122264388E0	1.8198357888755796E0	3.530410122264388E0	3000.6853075011404E0	849.9537455827685E0	2.0304789999753154E0	6.138352394453908E0	0.06293879155372126E0	0.18479900498752197E0	0.5980534844031339E0	-0.7416535833189191E0	-1.6720912528383889E0	1958.9246246838884E0	3275.5007301880114E0	-2.907278471947829E0	1.0398403898873023E0	4.966803753096503E-4	0.0019039414386869931E0	0.25948818693367115E0	-1.946259232759441E0	-3.85373997875138E0	849.9537455827685E0	3275.5007301880114E0	-6.700528609123375E0	-2.216438834930916E0	0.11028030818696079E0	0.15620327896843872E0	1.5318023314803477E0	0.6152301394350573E0	1.5318023314803477E0	3000.6853075011404E0	1958.9246246838884E0	-1.1350733606720096E0	2.663356999226367E0
hsa-miR-30e-5p	1	40754371	40754393	22	+	7630.84109212793E0	2152.3604537099645E0	779.8990953468062E0	953.8551365159913E0	0.1793287037432338E0	0.2877600129833287E0	0.513472733371951E0	-0.9616404268609422E0	-1.9475230815725066E0	429.34023962312915E0	836.1500266080352E0	-4.626468120138235E0	1.2197879727245369E0	0.015710772086391413E0	0.06343349789276491E0	0.3174952826867438E0	-1.6551929382624E0	-3.1496530957489792E0	614.4923974657148E0	1935.4378823670863E0	-7.482206385565163E0	-1.3258541815552722E0	0.03430659158932142E0	0.054216539106450926E0	0.432021112299359E0	-1.2108262781807042E0	-2.3147016928817896E0	836.1500266080352E0	1935.4378823670863E0	-5.498724862917065E0	1.026294333654721E0	0.3633813387201384E0	0.4322984891670612E0	0.6986908892930282E0	-0.5172737667792467E0	-1.4312480888535013E0	429.34023962312915E0	614.4923974657148E0	-3.4000231975391744E0	1.6597857841742258E0
hsa-miR-3182	16	83508349	83508366	17	+	50598.30180743065E0	20247.959628683573E0	731.7776908978718E0	6324.787725928832E0	0.23491205371463042E0	0.36838481150703406E0	0.7752941573640623E0	-0.3671843021101928E0	-1.2898330143489272E0	10996.749403170335E0	14183.970431340593E0	-6.148156979653959E0	3.6955405326548094E0	0.8544032808041057E0	0.9000584179463097E0	0.8865306058733246E0	-0.17375765645434743E0	-1.1279926416244777E0	55.65389037845125E0	62.77717882594516E0	-5.376723773892915E0	4.22576354577822E0	4.3748284402681346E-5	3.912409883861238E-4	225.9415074653744E0	7.819805520769706E0	225.9415074653744E0	14183.970431340593E0	62.77717882594516E0	47.400679033573915E0	1076.9796095023746E0	1.2339669827309422E-4	0.0011352496241124669E0	197.591746391397E0	7.626378875113861E0	197.591746391397E0	10996.749403170335E0	55.65389037845125E0	41.45313119067902E0	941.8467826329388E0
hsa-miR-320a-3p	8	22244975	22244997	22	-	19799.37409203822E0	9282.910722073391E0	1208.7341665088786E0	2474.9217615047774E0	0.0012182437070927142E0	0.006226578947362761E0	4.283438236996636E0	2.0987692863810534E0	4.283438236996636E0	7340.57612648795E0	1713.7112101402663E0	2.188437758202829E0	8.383991302193724E0	0.9271472022653653E0	0.9619480047150196E0	0.980509237522942E0	-0.028396872561971983E0	-1.0198782038263072E0	418.5399435411555E0	426.8597658497365E0	-1.9962118086175715E0	1.919154768734769E0	0.0014425783566235073E0	0.004235655600298809E0	4.014693692966306E0	2.0052899193749507E0	4.014693692966306E0	1713.7112101402663E0	426.8597658497365E0	2.051134340964963E0	7.857976499365114E0	1.0563874682628156E-5	4.8593823540089517E-4	17.538531832423192E0	4.1324560783179765E0	17.538531832423192E0	7340.57612648795E0	418.5399435411555E0	8.960555320725009E0	34.32824058632489E0
hsa-miR-320c	18	21683559	21683579	20	+	1034.6430683746155E0	373.8084854526198E0	43.05904136847069E0	129.33038354682694E0	0.6320699414955246E0	0.7329886716502723E0	0.8891157188073161E0	-0.16955689620928985E0	-1.124712991624338E0	235.39144210567375E0	264.74781305869396E0	-4.889120362724488E0	3.864980486587281E0	0.5805058709386499E0	0.7282710017230335E0	0.7167540601985021E0	-0.48044992296024064E0	-1.3951787028915528E0	7.173693971825173E0	10.008585051114864E0	-6.064833123422263E0	3.115725431179522E0	9.10349603539871E-4	0.0029911486973452904E0	26.452072052159576E0	4.72530883130194E0	26.452072052159576E0	264.74781305869396E0	10.008585051114864E0	6.085141474379255E0	114.98699229897842E0	8.273874284766948E-4	0.003459983791811633E0	32.813142418872786E0	5.036201858052891E0	32.813142418872786E0	235.39144210567375E0	7.173693971825173E0	7.548467788991016E0	142.63852552587355E0
hsa-miR-324-5p	17	7223343	7223365	22	-	1712.2478363044504E0	436.1098996947231E0	178.4055657777505E0	214.0309795380563E0	0.819465570827827E0	0.8567140058654555E0	0.9830593437063231E0	-0.024649585456155892E0	-1.0172325876379014E0	315.02934860608923E0	320.45811946537924E0	-2.6038277940625765E0	2.5163539523436977E0	0.15336275584373188E0	0.3469518083022131E0	0.5218794878862614E0	-0.9382113959492833E0	-1.9161511866470222E0	75.66015475299207E0	144.9762953277646E0	-4.9048052314202195E0	1.3358639235740901E0	0.08521533606205031E0	0.11522932607035614E0	2.2104173561474876E0	1.144318795316609E0	2.2104173561474876E0	320.45811946537924E0	144.9762953277646E0	-1.1580244044123609E0	5.658043419332448E0	0.010814156195149574E0	0.027636176943160024E0	4.163741794590313E0	2.0578806058097365E0	4.163741794590313E0	315.02934860608923E0	75.66015475299207E0	1.6266413046305288E0	10.658001664328804E0
hsa-miR-331-3p	12	95308480	95308501	21	+	1324.4468418978877E0	306.65440049064705E0	152.8102043634406E0	165.55585523723596E0	0.3141811634579655E0	0.44262880447450315E0	0.6582268549369834E0	-0.6033432068419149E0	-1.5192330615190972E0	174.26412032876135E0	264.74781305869396E0	-3.6510614328576985E0	1.5818683419966042E0	0.43491713718455605E0	0.6124343360353952E0	1.3641212136307765E0	0.44797184563353243E0	1.3641212136307765E0	128.79522571003696E0	94.4162618514516E0	-1.7617398366932182E0	3.2782925009875186E0	0.027173686566442493E0	0.04573132617279346E0	2.8040488769734733E0	1.4875114969778782E0	2.8040488769734733E0	264.74781305869396E0	94.4162618514516E0	1.1667850126200907E0	6.738765084752007E0	0.4448937096403216E0	0.5202994231386812E0	1.3530324541081444E0	0.43619644450243117E0	1.3530324541081444E0	174.26412032876135E0	128.79522571003696E0	-1.7761781521461977E0	3.25164369820881E0
hsa-miR-339-5p	7	1022990	1023013	23	-	9596.378635717761E0	4174.194754220921E0	789.8451164184477E0	1199.5473294647202E0	7.378185883384243E-5	0.0012727370648837819E0	9.99289069951924E0	3.320902074875126E0	9.99289069951924E0	3202.302962835829E0	320.45811946537924E0	4.9734231647960385E0	20.078296421541946E0	0.38246677387615036E0	0.5763285961592858E0	1.3232674467847754E0	0.40410467549097695E0	1.3232674467847754E0	726.4478599713811E0	548.9803755862913E0	-1.518406644841555E0	2.6587858148793666E0	0.11263583635955006E0	0.14803567064398007E0	0.5837332876467091E0	-0.7766187540040077E0	-1.7131111436722222E0	320.45811946537924E0	548.9803755862913E0	-3.4420824143861024E0	1.1728708271627253E0	0.0014634734782799903E0	0.005178444615452273E0	4.40816628210558E0	2.140178645380141E0	4.40816628210558E0	3202.302962835829E0	726.4478599713811E0	2.1939273590525183E0	8.857143738379976E0
hsa-miR-340-5p	5	180015361	180015383	22	-	15025.208182995328E0	3801.5385448099487E0	1034.261599376566E0	1878.151022874416E0	0.01702891936027036E0	0.04699981743434619E0	2.655586403472999E0	1.4090304704339727E0	2.655586403472999E0	555.1171605725267E0	209.03750665200823E0	1.1412866805703077E0	6.179112808699968E0	0.720684149867833E0	0.8135336898056413E0	0.8847705109065873E0	-0.17662479303739542E0	-1.130236584145805E0	3167.9342446863175E0	3580.5151795868105E0	-2.6298746464521328E0	2.0587154647097874E0	4.11175915727872E-5	3.912409883861238E-4	0.05838196356324676E0	-4.098333455890354E0	-17.128577714188612E0	209.03750665200823E0	3580.5151795868105E0	-39.85538328187628E0	-7.361318606222345E0	0.0015226722014258852E0	0.005253219094919303E0	0.17523001358595558E0	-2.512678192418986E0	-5.706784925343112E0	555.1171605725267E0	3167.9342446863175E0	-13.278749952389587E0	-2.452594882868677E0
hsa-miR-342-3p	14	100109715	100109738	23	+	5790.248579235033E0	1744.4395987788923E0	483.4435253344134E0	723.7810724043791E0	0.314330600278995E0	0.44262880447450315E0	1.4332015354627066E0	0.5192414942957032E0	1.4332015354627066E0	1437.903792148691E0	1003.2809458280908E0	-1.5191450640604012E0	3.1204251993101053E0	0.018909184051111822E0	0.07052614592036302E0	0.3712641902718961E0	-1.4294819259607638E0	-2.693499740084407E0	122.90228334359358E0	331.0372682971408E0	-5.864398171036781E0	-1.237116007174552E0	0.011783779246868738E0	0.021975155892809267E0	3.03071902085562E0	1.5996601055011643E0	3.03071902085562E0	1003.2809458280908E0	331.0372682971408E0	1.3919997682388405E0	6.598605828072258E0	8.911771193714686E-5	9.42930475482752E-4	11.699569384984951E0	3.5483835257576306E0	11.699569384984951E0	1437.903792148691E0	122.90228334359358E0	5.373575630180177E0	25.472782596620405E0
hsa-miR-345-5p	14	100307876	100307898	22	+	1308.995171040393E0	436.1098996947231E0	119.32376104432272E0	163.62439638004912E0	0.6724841021357527E0	0.7733567174561157E0	1.0067775297064665E0	0.009744922423198635E0	1.0067775297064665E0	266.54214922672537E0	264.74781305869396E0	-3.5080991590824375E0	3.555812795825622E0	0.9030899670920403E0	0.9441395110507694E0	0.9289348331633073E0	-0.1063507029831594E0	-1.076501778488265E0	59.33422475740889E0	63.873398477368255E0	-3.8020701552543064E0	3.2808820904189986E0	0.032408792235875915E0	0.05200480614594041E0	4.1448837748774165E0	2.051331648220701E0	4.1448837748774165E0	264.74781305869396E0	63.873398477368255E0	1.173564551173898E0	14.639213062508675E0	0.05275861485147264E0	0.08771914276509908E0	4.4922159217361255E0	2.1674272736270597E0	4.4922159217361255E0	266.54214922672537E0	59.33422475740889E0	1.271906680211898E0	15.865946929485098E0
hsa-miR-34a-5p	1	9151735	9151757	22	-	6025.654916622976E0	2896.935933147632E0	194.03764527395825E0	753.206864577872E0	0.008324179010086013E0	0.027350873890282616E0	0.14936351419732627E0	-2.7431003183473743E0	-6.69507546989612E0	285.05273395022857E0	1908.4495673097867E0	-21.331530275199693E0	-2.101304265063334E0	5.220936709577399E-6	5.7550253144378536E-5	196.40368006444362E0	7.617678151815226E0	196.40368006444362E0	815.1746510626426E0	4.1505059888302185E0	61.642903421961485E0	625.7720418975828E0	2.0866285192356567E-6	8.790616019067002E-5	459.81130263873854E0	8.844898119207162E0	459.81130263873854E0	1908.4495673097867E0	4.1505059888302185E0	144.3155429245819E0	1465.0288510144974E0	0.06904060753409375E0	0.10705172853601054E0	0.3496830202328056E0	-1.5158803509554386E0	-2.859732792671026E0	285.05273395022857E0	815.1746510626426E0	-9.11154428656349E0	1.1141433679664106E0
hsa-miR-361-5p	X	85903681	85903703	22	-	13090.90156293055E0	3329.454357382984E0	1342.719602445039E0	1636.3626953663188E0	0.003509751075051744E0	0.015135801511160646E0	4.894394003232547E0	2.291130244373912E0	4.894394003232547E0	2318.8920282335766E0	473.78531971070333E0	2.067126081838223E0	11.588597748994726E0	0.5256765843231757E0	0.6716978577462801E0	0.7873475496457735E0	-0.3449274865132317E0	-1.2700871431553937E0	1653.140693189387E0	2099.632740331609E0	-3.007221935642442E0	1.864225486439246E0	0.0034350388072095796E0	0.008173023368877964E0	0.22565152025348525E0	-2.1478315966171486E0	-4.431612066591227E0	473.78531971070333E0	2099.632740331609E0	-10.492855619183565E0	-1.8716721378355408E0	0.5352203520619153E0	0.6004911267036124E0	1.40271910167987E0	0.4882261342699953E0	1.40271910167987E0	2318.8920282335766E0	1653.140693189387E0	-1.6879564978002717E0	3.3212584465948436E0
hsa-miR-363-3p	X	134169382	134169404	22	-	35048.242523386085E0	14602.30578747243E0	1686.121380034716E0	4381.030315423261E0	0.005443446200940277E0	0.020741691791189176E0	0.18444941005051302E0	-2.4387029202138626E0	-5.421540788480384E0	701.7528511758092E0	3804.5817071681104E0	-14.129896627965488E0	-2.0802066211144474E0	1.862847482201794E-5	1.836235375313197E-4	0.023446815854036875E0	-5.4144641759252785E0	-42.649714410062565E0	298.23303247745116E0	12719.553670871672E0	-111.15586497235378E0	-16.364391925808974E0	0.011241119861640437E0	0.021250336176799733E0	0.2991128310308728E0	-1.7412382958725394E0	-3.3432200034801762E0	3804.5817071681104E0	12719.553670871672E0	-8.713270801926795E0	-1.2827697251413737E0	0.08486406165066328E0	0.1259285431886106E0	2.353035293390781E0	1.2345229598388767E0	2.353035293390781E0	701.7528511758092E0	298.23303247745116E0	-1.1076124121144377E0	6.132600814921725E0
hsa-miR-365b-3p	17	31575478	31575500	22	+	3722.3557201922395E0	832.306689846386E0	407.4511574819517E0	465.29446502402993E0	0.08968725148269636E0	0.1650245427281613E0	1.8936379115350988E0	0.9211604949178269E0	1.8936379115350988E0	395.8413475716957E0	209.03750665200857E0	-1.303645094392903E0	4.67469471673239E0	0.38421906410619056E0	0.5763285961592858E0	1.4445009274995864E0	0.5305711302428705E0	1.4445009274995864E0	742.3703786857836E0	513.9286271866315E0	-1.7089859389722408E0	3.5659408870956115E0	0.031197645228207005E0	0.051253274303482935E0	0.4067442357279952E0	-1.297806194338206E0	-2.4585474412690553E0	209.03750665200857E0	513.9286271866315E0	-6.06924833122901E0	1.0041017441806586E0	0.14836881515044664E0	0.1968740047188619E0	0.5332127452532365E0	-0.9072168296632496E0	-1.8754240383452843E0	395.8413475716957E0	742.3703786857836E0	-4.629731370649695E0	1.316305925196131E0
hsa-miR-374a-5p	X	74287325	74287347	22	-	27171.264779903555E0	6586.444024994854E0	2054.902827474673E0	3396.4080974879444E0	0.2766411798204542E0	0.4061327959066243E0	1.5561871562464378E0	0.638015577773652E0	1.5561871562464378E0	910.689956021195E0	585.2059325240734E0	-1.3179052904998572E0	3.1915955774757503E0	0.9852971186761331E0	0.9852971186761331E0	1.0062968720975016E0	0.00905598379144662E0	1.0062968720975016E0	6063.840399220618E0	6025.896102185891E0	-2.0380737962051345E0	2.0638215870903016E0	7.181919439832621E-5	4.786588161773406E-4	0.09711517139205862E0	-3.364159497813646E0	-10.297052310837735E0	585.2059325240734E0	6025.896102185891E0	-21.118299610938198E0	-5.020730278739441E0	2.2792184060501668E-4	0.0014296915456132866E0	0.15018369487920852E0	-2.735199903831441E0	-6.658512435749377E0	910.689956021195E0	6063.840399220618E0	-13.655991669898885E0	-3.2466179629236236E0
hsa-miR-375-3p	2	219001648	219001670	22	-	10066.619234369397E0	9506.286415210057E0	87.24402308487782E0	1258.3274042961746E0	0.033063720256181185E0	0.07359344186053232E0	0.022533268196912266E0	-5.471799614349108E0	-44.37882650937559E0	109.61452115627623E0	4864.563820418399E0	-614.0620300513801E0	-3.2072985235456857E0	0.24208324240149529E0	0.4716531147083457E0	0.24804135142376482E0	-2.0113474399166704E0	-4.031585839457695E0	11.75201566376171E0	47.37925994626154E0	-55.78434536525608E0	3.4321046267365105E0	0.01650318930574361E0	0.028828356002438202E0	102.67285352559509E0	6.681910976484447E0	102.67285352559509E0	4864.563820418399E0	47.37925994626154E0	7.420261359351046E0	1420.6662461833082E0	0.12472531360248247E0	0.1688154368342777E0	9.327295355208507E0	3.2214588020520094E0	9.327295355208507E0	109.61452115627623E0	11.75201566376171E0	-1.4834766012809335E0	129.06014807530187E0
hsa-miR-378a-3p	5	149732867	149732889	22	+	7004.406871697489E0	1495.233941810479E0	777.509636677882E0	875.5508589621861E0	0.1673648006963483E0	0.27172167642465955E0	1.5652722139186745E0	0.646413575700873E0	1.5652722139186745E0	1264.8137642851207E0	808.0471581508141E0	-1.2870817953804228E0	3.1534496374067325E0	0.005789568842539086E0	0.027550362078289446E0	0.3220434103688002E0	-1.6346729229990702E0	-3.1051714390144243E0	348.18095527554715E0	1081.1615581372625E0	-6.25578200479992E0	-1.5413084500503296E0	0.3240177475196413E0	0.3789360098111059E0	0.7473879848102759E0	-0.42007072409613916E0	-1.3379931445564375E0	808.0471581508141E0	1081.1615581372625E0	-2.6955656396603036E0	1.5057127755444624E0	0.0030121646087363186E0	0.008659973250116916E0	3.632633390326109E0	1.8610157746038039E0	3.632633390326109E0	1264.8137642851207E0	348.18095527554715E0	1.8031238050488203E0	7.318424454029587E0
hsa-miR-411-5p	14	101023340	101023361	21	+	4442.139095266836E0	1307.659296836567E0	132.2248903273891E0	555.2673869083545E0	0.7651714245127753E0	0.8314461148249054E0	0.9872037273373824E0	-0.018580253275836157E0	-1.012962139736983E0	481.34971639806577E0	487.58903868543507E0	-3.6898360582663203E0	3.5960079524099466E0	2.0782331760391803E-6	2.953141580200894E-5	867.9568931506279E0	9.761479583156325E0	867.9568931506279E0	1250.6898340846699E0	1.4409584652478316E0	238.27819388225655E0	3161.6370599986694E0	7.052108813113906E-6	1.2164887702621487E-4	338.37827388175816E0	8.402493130663808E0	338.37827388175816E0	487.58903868543507E0	1.4409584652478316E0	92.8942031405106E0	1232.5834375478425E0	0.06685676236528151E0	0.1056247975311356E0	0.3848673774725002E0	-1.377566705768353E0	-2.5982976436381713E0	481.34971639806577E0	1250.6898340846699E0	-9.46461072878192E0	1.4019255718848056E0
hsa-miR-421	X	74218392	74218415	23	-	5367.645654568127E0	1226.6176019625882E0	611.12866840616E0	670.9557068210158E0	0.8078614569532416E0	0.8510296264087583E0	0.8344886255808996E0	-0.2610357096851861E0	-1.1983386823324111E0	604.7784524170814E0	724.7294137946644E0	-3.9487598256031173E0	2.7498028797693044E0	0.6675131487402974E0	0.7773702353970862E0	0.7993620703915443E0	-0.3230789761648414E0	-1.25099756047992E0	601.6510123427717E0	752.6639487295456E0	-4.12228110598563E0	2.6340540251353346E0	0.5030728155701815E0	0.5509845122911511E0	0.9628857805965009E0	-0.05456342199007341E0	-1.0385447787799993E0	724.7294137946644E0	752.6639487295456E0	-3.422207728080965E0	3.172896563485258E0	0.9969296539596332E0	0.9969296539596332E0	1.0051980965869272E0	0.007479844489581645E0	1.0051980965869272E0	604.7784524170814E0	601.6510123427717E0	-3.278154993334348E0	3.31232390232908E0
hsa-miR-423-3p	17	30117131	30117154	23	+	16784.085272479824E0	9719.020621768115E0	919.2697625325018E0	2098.010659059978E0	0.004951382727422616E0	0.020096788717185912E0	5.725596057599442E0	2.5174258913895278E0	5.725596057599442E0	6540.399889368671E0	1142.3089965909257E0	2.026005239962837E0	16.180831899230228E0	0.7091203473185184E0	0.8087488258674012E0	1.18959579087336E0	0.25047144784857034E0	1.18959579087336E0	385.37726788952386E0	323.9564823907913E0	-2.3756405082612226E0	3.3618595036241548E0	0.03457286551715711E0	0.054216539106450926E0	3.5261186561775606E0	1.8180810230978754E0	3.5261186561775606E0	1142.3089965909257E0	323.9564823907913E0	1.2477189802211925E0	9.964994501597836E0	3.276003621340388E-4	0.0016959459040416303E0	16.971421075402365E0	4.085035466638834E0	16.971421075402365E0	6540.399889368671E0	385.37726788952386E0	6.0053464621807615E0	47.96211761178182E0
hsa-miR-423-5p	17	30117095	30117118	23	+	29388.612497306796E0	13394.80406205221E0	1918.7609154543202E0	3673.5765621633495E0	0.027778830294589985E0	0.06725074931901048E0	2.5761549999346927E0	1.3652193989299233E0	2.5761549999346927E0	9655.121193167299E0	3747.880539745912E0	1.2198663941703392E0	5.440411028129201E0	0.6984384942131722E0	0.803204268345148E0	1.1446725938191964E0	0.19493500896084404E0	1.1446725938191964E0	689.2058460197295E0	602.0986697204571E0	-1.8449238180078456E0	2.4173581959040065E0	4.9071964205498E-4	0.0019039414386869931E0	6.22469493302265E0	2.6380031336626293E0	6.22469493302265E0	3747.880539745912E0	602.0986697204571E0	2.9475307824836685E0	13.145520731949315E0	4.758273541287474E-5	8.208021858720892E-4	14.009052947857453E0	3.808287523631709E0	14.009052947857453E0	9655.121193167299E0	689.2058460197295E0	6.633596544337377E0	29.584790570870812E0
hsa-miR-424-5p	X	134546680	134546702	22	-	6233.699808177626E0	1325.1040580003419E0	733.8547350304739E0	779.2124760222033E0	0.6216863456822106E0	0.7270569127469921E0	0.8661305906558123E0	-0.20734353149697857E0	-1.1545603062499215E0	555.1171605725267E0	640.9162389307585E0	-2.1944457522762986E0	1.646234142376431E0	0.04395081943707693E0	0.141051467030619E0	1.912862457464531E0	0.9357331418138266E0	1.912862457464531E0	1261.3907567184901E0	659.4257478670379E0	1.0064113284246528E0	3.63573290346879E0	0.9681031276237771E0	0.9737534105200312E0	0.9719308671323976E0	-0.04107439545168488E0	-1.0288797627658621E0	640.9162389307585E0	659.4257478670379E0	-1.9555676847562207E0	1.8473262516814979E0	0.018652495020225188E0	0.04151684375469477E0	0.440083421963238E0	-1.1841510687624897E0	-2.2722964558377163E0	555.1171605725267E0	1261.3907567184901E0	-4.318900691832878E0	-1.1955197749688025E0
hsa-miR-425-3p	3	49020159	49020181	22	-	3695.8943877206284E0	668.5236768802229E0	434.24481465805763E0	461.98679846507855E0	0.4510579168517938E0	0.5658726593231594E0	0.7923095450436518E0	-0.33586391224444745E0	-1.2621329709525406E0	507.8040536583537E0	640.9162389307585E0	-2.480715691460365E0	1.5572802280889921E0	0.0621717700974055E0	0.18479900498752197E0	0.5252332445608175E0	-0.928969860596529E0	-1.9039160417885705E0	240.78757483315042E0	458.4393264380516E0	-3.7421369291410533E0	1.0323431694168568E0	0.27489807433066527E0	0.32987768919679833E0	1.3980393956911088E0	0.4834050153395227E0	1.3980393956911088E0	640.9162389307585E0	458.4393264380516E0	-1.4058936586060824E0	2.7478390518181866E0	0.03440712258691491E0	0.0641646340134359E0	2.108929640353076E0	1.0765109636916042E0	2.108929640353076E0	507.8040536583537E0	240.78757483315042E0	1.07297649693253E0	4.14509007482894E0
